Filename,Material,Furnace,Standard,Thickness,Width,Length,Material_Code,Entry Time,  ,Delivery Time,Batch,Final Area,Final X,Final Y,Stacking Start Height,Stacking Height
steel_116,Q345R(R-HIC),CTHO4QT,GB/T 1122-2021,16,4700,7500,F4,2023-01-03,300003,2023-09-05,Q13,4,1,1,69.0,85.0
steel_117,Q345C,DCRV18V,GB/T 3050-2020,18,2700,7500,F2,2023-01-01,200002,2023-07-22,Q2,1,1,1,16.0,34.0
steel_118,Q235C,8IQWCMR,GB/T 1122-2021,16,4700,13000,F6,2023-01-01,200002,2023-09-02,Q2,0,1,2,30.0,46.0
steel_119,Q235B,ROGBOID,GB/T 4040-2019,21,4700,7500,F1,2023-01-03,400004,2023-02-15,Q14,5,1,0,98.0,119.0
steel_120,Q235D,CQU1C4C,GB/T 5050-2018,15,3500,11500,F1,2023-01-03,400004,2023-08-03,Q14,4,1,1,85.0,100.0
steel_121,Q345R(R-HIC),TDOT4RG,GB/T 2025-2015,10,4700,7500,F5,2023-01-01,100001,2023-06-30,Q1,3,0,0,60.0,70.0
steel_122,Q235D,ASE2U9P,GB/T 6060-2017,25,3500,7500,F6,2023-01-01,500005,2023-04-18,Q5,3,0,1,101.0,126.0
steel_123,Q245R(R-HIC),87X4DD2,GB/T 6060-2017,25,3500,5000,F2,2023-01-01,100001,2023-05-14,Q1,5,1,0,119.0,144.0
steel_124,Q345R(R-HIC),CTHO4QT,GB/T 1122-2021,8,2700,15000,F6,2023-01-03,400004,2023-09-21,Q14,1,1,0,55.0,63.0
steel_125,Q245A,NXITJH4,GB/T 5050-2018,10,4700,7500,F2,2023-01-01,100001,2023-01-13,Q1,1,1,1,34.0,44.0
steel_126,Q235D,QWEFIIX,GB/T 4040-2019,8,2500,7500,F5,2023-01-03,300003,2023-10-03,Q13,1,1,2,79.0,87.0
steel_127,Q345C,Q11XWMT,GB/T 5050-2018,16,3500,11500,F2,2023-01-03,100001,2023-12-11,Q11,1,2,0,16.0,32.0
steel_128,Q235C,P00VUNJ,GB/T 4040-2019,10,3500,7500,F1,2023-01-01,200002,2023-11-21,Q2,5,1,1,127.0,137.0
steel_129,Q235C,FA1K4WR,GB/T 5050-2018,25,4700,13000,F4,2023-01-02,200002,2023-11-23,Q7,2,1,0,56.0,81.0
steel_130,Q235B,UY71YNR,GB/T 2025-2015,25,3500,7500,F7,2023-01-01,200002,2023-02-22,Q2,3,0,1,126.0,151.0
steel_131,Q245A,LG941RX,GB/T 5050-2018,20,2700,11500,F2,2023-01-02,200002,2023-10-07,Q7,5,1,0,144.0,164.0
steel_132,Q235B,BT04J6X,GB/T 5050-2018,8,3500,7500,F7,2023-01-01,100001,2023-01-13,Q1,5,1,1,137.0,145.0
steel_133,Q345B,7SM6KVU,GB/T 6060-2017,20,4700,11500,F8,2023-01-01,500005,2023-01-06,Q5,0,1,1,20.0,40.0
steel_134,Q235B,8RXJ5IT,GB/T 4040-2019,25,2700,7500,F8,2023-01-03,100001,2023-12-27,Q11,3,0,1,151.0,176.0
steel_135,Q345C,ROGBOID,GB/T 6060-2017,16,4700,7500,F2,2023-01-01,400004,2023-08-14,Q4,2,1,0,81.0,97.0
steel_136,Q235D,KHE3W7A,GB/T 1122-2021,8,2500,11500,F8,2023-01-01,400004,2023-04-02,Q4,2,1,1,78.0,86.0
steel_137,Q345B,I6ER7SC,GB/T 4040-2019,10,3500,15000,F8,2023-01-01,400004,2023-11-14,Q4,2,2,0,135.0,145.0
steel_138,Q345B,6KPENAM,GB/T 3050-2020,20,4700,5000,F1,2023-01-03,500005,2023-05-19,Q15,1,0,1,15.0,35.0
steel_139,Q245A,VHARAWS,GB/T 6060-2017,8,3500,5000,F6,2023-01-01,500005,2023-09-03,Q5,0,0,2,84.0,92.0
steel_140,Q235C,EGZ369S,GB/T 2025-2015,16,4700,7500,F2,2023-01-02,100001,2023-10-08,Q6,5,1,1,145.0,161.0
steel_141,Q345B,KW01SEW,GB/T 5050-2018,15,2700,7500,F7,2023-01-01,200002,2023-06-01,Q2,0,1,1,40.0,55.0
steel_142,Q235B,ASBD0DZ,GB/T 6060-2017,16,3500,5000,F5,2023-01-01,100001,2023-08-09,Q1,3,0,1,176.0,192.0
steel_143,Q345C,RUB4SJD,GB/T 5050-2018,20,2700,7500,F2,2023-01-02,400004,2023-05-21,Q9,4,1,0,30.0,50.0
steel_144,Q235D,UZW1FL1,GB/T 3050-2020,20,2700,7500,F1,2023-01-01,200002,2023-10-11,Q2,3,1,1,76.0,96.0
steel_145,Q235D,7SM6KVU,GB/T 3050-2020,8,2500,7500,F1,2023-01-03,400004,2023-08-09,Q14,3,0,0,70.0,78.0
steel_146,Q345R(R-HIC),8N3UMZC,GB/T 2025-2015,16,4700,7500,F3,2023-01-01,100001,2023-10-07,Q1,4,0,1,65.0,81.0
steel_147,Q235B,4KVLJAV,GB/T 6060-2017,16,3500,5000,F4,2023-01-01,100001,2023-09-03,Q1,4,1,0,50.0,66.0
steel_148,Q235D,RA9VXLL,GB/T 6060-2017,8,2700,7500,F4,2023-01-01,400004,2023-01-30,Q4,3,1,1,96.0,104.0
steel_149,Q245R(R-HIC),GAAGU24,GB/T 6060-2017,18,2500,7500,F1,2023-01-01,500005,2023-04-09,Q5,3,0,0,78.0,96.0
steel_150,Q245R(R-HIC),NXITJH4,GB/T 6060-2017,18,2700,11500,F4,2023-01-02,400004,2023-09-12,Q9,1,1,2,87.0,105.0
steel_151,Q235C,ZQZSZKV,GB/T 3050-2020,25,3500,7500,F5,2023-01-03,100001,2023-03-11,Q11,3,1,0,80.0,105.0
steel_152,Q345B,SGLV0IX,GB/T 5050-2018,25,2500,7500,F8,2023-01-01,400004,2023-01-14,Q4,0,2,1,49.0,74.0
steel_153,Q345B,S12UU4J,GB/T 1122-2021,16,4700,7500,F6,2023-01-02,500005,2023-12-06,Q10,4,0,0,84.0,100.0
steel_154,Q235D,SHL66DZ,GB/T 4040-2019,18,2700,7500,F6,2023-01-03,400004,2023-12-23,Q14,4,0,1,81.0,99.0
steel_155,Q245A,QNA9F82,GB/T 5050-2018,16,2500,13000,F2,2023-01-03,200002,2023-03-24,Q12,3,1,0,105.0,121.0
steel_156,Q235C,Y2387UN,GB/T 2025-2015,20,4700,5000,F8,2023-01-01,100001,2023-12-17,Q1,4,1,1,100.0,120.0
steel_157,Q345R(R-HIC),O2X92JX,GB/T 4040-2019,25,3500,7500,F4,2023-01-01,500005,2023-05-17,Q5,5,0,0,30.0,55.0
steel_158,Q245R(R-HIC),HPMHZJ4,GB/T 4040-2019,8,2700,5000,F5,2023-01-01,100001,2023-01-28,Q1,3,0,1,192.0,200.0
steel_159,Q235D,5FVUVZ2,GB/T 3050-2020,21,2500,7500,F6,2023-01-02,200002,2023-03-09,Q7,1,2,0,32.0,53.0
steel_160,Q345C,QRL62Q2,GB/T 5050-2018,25,4700,11500,F1,2023-01-02,500005,2023-06-14,Q10,2,1,1,86.0,111.0
steel_161,Q345B,BTCXT0R,GB/T 6060-2017,15,3500,11500,F7,2023-01-01,200002,2023-10-07,Q2,2,2,0,145.0,160.0
steel_162,Q245A,9KO3JBE,GB/T 6060-2017,15,4700,7500,F1,2023-01-03,500005,2023-10-14,Q15,3,0,1,200.0,215.0
steel_163,Q245R(R-HIC),ARN95MX,GB/T 1122-2021,18,2500,11500,F5,2023-01-03,300003,2023-06-12,Q13,2,0,0,28.0,46.0
steel_164,Q245R(R-HIC),RTH5WLX,GB/T 6060-2017,20,4700,7500,F1,2023-01-03,500005,2023-05-30,Q15,5,1,1,161.0,181.0
steel_165,Q235B,FEDSM6G,GB/T 5050-2018,8,2500,11500,F7,2023-01-03,400004,2023-11-19,Q14,1,1,1,44.0,52.0
steel_166,Q245R(R-HIC),5FRBI23,GB/T 4040-2019,16,2500,11500,F5,2023-01-01,400004,2023-10-19,Q4,1,1,2,105.0,121.0
steel_167,Q245A,2FOB0KK,GB/T 6060-2017,8,2500,7500,F7,2023-01-03,100001,2023-09-10,Q11,4,1,0,66.0,74.0
steel_168,Q245A,JTJ5X69,GB/T 6060-2017,20,2700,5000,F5,2023-01-02,200002,2023-08-24,Q7,4,1,1,120.0,140.0
steel_169,Q235B,10HIHO7,GB/T 1122-2021,15,2500,7500,F1,2023-01-03,300003,2023-01-26,Q13,1,0,0,69.0,84.0
steel_170,Q235C,B94WQ6E,GB/T 4040-2019,10,2700,7500,F6,2023-01-02,400004,2023-11-16,Q9,3,0,1,215.0,225.0
steel_171,Q345R(R-HIC),ROGBOID,GB/T 2025-2015,8,4700,7500,F2,2023-01-02,500005,2023-04-26,Q10,5,1,0,164.0,172.0
steel_172,Q245A,O6P1SOD,GB/T 5050-2018,18,3500,7500,F2,2023-01-03,300003,2023-07-31,Q13,3,1,1,104.0,122.0
steel_173,Q345B,EGZ369S,GB/T 5050-2018,16,2700,13000,F2,2023-01-03,100001,2023-04-19,Q11,2,2,0,160.0,176.0
steel_174,Q235D,99421IL,GB/T 6060-2017,10,2500,11500,F6,2023-01-01,500005,2023-09-22,Q5,5,0,1,37.0,47.0
steel_175,Q345C,OM5MEKI,GB/T 6060-2017,16,2700,7500,F4,2023-01-02,300003,2023-08-29,Q8,3,1,0,121.0,137.0
steel_176,Q235C,979YRZV,GB/T 1122-2021,21,2700,7500,F5,2023-01-01,400004,2023-10-16,Q4,2,0,1,63.0,84.0
steel_177,Q235D,NM4OMFX,GB/T 1122-2021,18,2500,11500,F8,2023-01-01,300003,2023-01-02,Q3,5,0,0,55.0,73.0
steel_178,Q235C,4H07DV0,GB/T 1122-2021,16,2500,5000,F2,2023-01-03,400004,2023-09-10,Q14,5,0,1,47.0,63.0
steel_179,Q345C,UY71YNR,GB/T 1122-2021,25,4700,11500,F1,2023-01-03,500005,2023-01-07,Q15,1,0,2,16.0,41.0
steel_180,Q235B,O1HPDT0,GB/T 4040-2019,18,2700,11500,F4,2023-01-02,300003,2023-01-21,Q8,1,1,0,63.0,81.0
steel_181,Q235D,XXCJ64M,GB/T 5050-2018,15,2700,15000,F7,2023-01-02,400004,2023-06-03,Q9,2,0,0,46.0,61.0
steel_182,Q345R(R-HIC),1VQRKL1,GB/T 6060-2017,21,4700,7500,F2,2023-01-03,500005,2023-12-19,Q15,4,0,1,99.0,120.0
