Filename,Material,Furnace,Standard,Thickness,Width,Length,Material_Code,Entry Time,  ,Delivery Time,Batch,Final Area,Final X,Final Y,Stacking Start Height,Stacking Height
steel_15,Q345R(R-HIC),OTELXP2,GB/T 2025-2015,21,2700,11500,F7,2023-01-03,300003,2023-06-11,Q13,2,1,0,0.0,21.0
steel_16,Q345R(R-HIC),DIKE2AD,GB/T 2025-2015,8,4700,11500,F2,2023-01-01,400004,2023-03-07,Q4,5,1,1,0.0,8.0
steel_17,Q235C,0R5F5QR,GB/T 4040-2019,16,4700,15000,F3,2023-01-02,400004,2023-09-13,Q9,1,0,0,0.0,16.0
steel_18,Q245A,OM5MEKI,GB/T 3050-2020,15,2700,11500,F4,2023-01-01,100001,2023-05-18,Q1,3,0,1,10.0,25.0
steel_19,Q345C,ZX876O0,GB/T 1122-2021,18,2700,11500,F1,2023-01-01,100001,2023-02-16,Q1,3,1,0,0.0,18.0
steel_20,Q245R(R-HIC),BRM0WHW,GB/T 4040-2019,18,2700,5000,F3,2023-01-03,200002,2023-08-01,Q12,1,1,0,0.0,18.0
steel_21,Q235C,DCRV18V,GB/T 3050-2020,20,3500,7500,F6,2023-01-03,500005,2023-03-16,Q15,5,0,0,16.0,36.0
steel_22,Q245R(R-HIC),HDAB0E9,GB/T 5050-2018,15,3500,7500,F3,2023-01-03,400004,2023-10-22,Q14,4,0,1,21.0,36.0
steel_23,Q345R(R-HIC),2FOB0KK,GB/T 3050-2020,18,3500,11500,F2,2023-01-03,300003,2023-07-30,Q13,2,2,0,0.0,18.0
steel_24,Q235B,2R5PROE,GB/T 2025-2015,25,2700,11500,F6,2023-01-01,200002,2023-05-12,Q2,5,1,1,8.0,33.0
steel_25,Q345B,3QMNZW2,GB/T 4040-2019,8,2700,5000,F5,2023-01-02,300003,2023-10-27,Q8,3,0,0,0.0,8.0
steel_26,Q345B,7Y5SPMH,GB/T 1122-2021,8,3500,7500,F8,2023-01-01,400004,2023-10-16,Q4,5,0,1,0.0,8.0
steel_27,Q235C,Z2JJXFC,GB/T 3050-2020,8,2700,7500,F8,2023-01-02,500005,2023-11-16,Q10,5,1,0,0.0,8.0
steel_28,Q235B,MTTD9XI,GB/T 3050-2020,10,3500,11500,F3,2023-01-03,500005,2023-01-16,Q15,3,1,1,0.0,10.0
steel_29,Q235D,NJZOXYQ,GB/T 1122-2021,20,4700,5000,F1,2023-01-02,300003,2023-02-04,Q8,1,1,1,0.0,20.0
steel_30,Q235B,RA3VNVC,GB/T 3050-2020,8,2700,7500,F4,2023-01-02,300003,2023-09-24,Q8,5,0,1,8.0,16.0
steel_31,Q235D,0R5F5QR,GB/T 3050-2020,20,4700,11500,F5,2023-01-03,200002,2023-12-09,Q12,5,1,0,8.0,28.0
steel_32,Q245A,6P33R3B,GB/T 2025-2015,10,2700,11500,F8,2023-01-02,400004,2023-05-22,Q9,2,0,1,16.0,26.0
steel_33,Q345B,B94WQ6E,GB/T 6060-2017,8,4700,7500,F7,2023-01-03,200002,2023-11-03,Q12,1,0,0,16.0,24.0
steel_34,Q235C,QKZDI4E,GB/T 3050-2020,16,4700,7500,F1,2023-01-02,400004,2023-08-26,Q9,1,0,1,0.0,16.0
steel_35,Q235D,0ZUCSUW,GB/T 3050-2020,21,2700,17000,F2,2023-01-01,400004,2023-01-29,Q4,4,1,0,21.0,42.0
steel_36,Q235D,PVI2MIO,GB/T 4040-2019,20,4700,7500,F7,2023-01-03,400004,2023-10-14,Q14,3,1,1,10.0,30.0
steel_37,Q345C,SHL66DZ,GB/T 2025-2015,21,2500,11500,F5,2023-01-03,200002,2023-12-16,Q12,4,0,0,8.0,29.0
steel_38,Q345C,ASE2U9P,GB/T 3050-2020,15,2700,11500,F5,2023-01-02,100001,2023-06-25,Q6,1,1,2,0.0,15.0
steel_39,Q235C,JTJ5X69,GB/T 4040-2019,15,2700,7500,F4,2023-01-02,500005,2023-05-14,Q10,1,2,0,0.0,15.0
steel_40,Q345C,XN9SJHS,GB/T 6060-2017,21,2700,7500,F2,2023-01-01,500005,2023-06-25,Q5,1,2,1,0.0,21.0
steel_41,Q345C,TC26OK3,GB/T 4040-2019,18,2700,5000,F3,2023-01-01,300003,2023-08-28,Q3,3,0,0,8.0,26.0
steel_42,Q245A,D373K6W,GB/T 1122-2021,21,2700,11500,F3,2023-01-03,200002,2023-05-04,Q12,0,0,1,16.0,37.0
steel_43,Q245R(R-HIC),5BQX6VN,GB/T 2025-2015,20,2700,7500,F2,2023-01-02,500005,2023-02-07,Q10,4,1,0,42.0,62.0
steel_44,Q245A,AFY93MG,GB/T 5050-2018,20,2700,5000,F4,2023-01-01,200002,2023-04-07,Q2,1,1,0,18.0,38.0
steel_45,Q245R(R-HIC),N74PCTP,GB/T 5050-2018,10,4700,11500,F5,2023-01-03,100001,2023-12-11,Q11,2,1,0,21.0,31.0
steel_46,Q235B,7UO865O,GB/T 6060-2017,15,2700,11500,F6,2023-01-02,200002,2023-06-11,Q7,1,1,2,15.0,30.0
steel_47,Q235B,XUOHVM1,GB/T 5050-2018,20,2700,7500,F6,2023-01-02,400004,2023-04-09,Q9,2,2,0,18.0,38.0
steel_48,Q345C,B34NCIH,GB/T 1122-2021,18,4700,13000,F6,2023-01-01,100001,2023-09-09,Q1,0,2,1,0.0,18.0
steel_49,Q245R(R-HIC),B34NCIH,GB/T 2025-2015,25,2700,7500,F8,2023-01-02,500005,2023-10-05,Q10,4,0,0,29.0,54.0
steel_50,Q235C,UISISWY,GB/T 3050-2020,16,2700,5000,F3,2023-01-03,300003,2023-01-29,Q13,5,0,1,16.0,32.0
steel_51,Q345B,91N3B13,GB/T 3050-2020,8,3500,7500,F6,2023-01-03,100001,2023-12-30,Q11,2,1,0,31.0,39.0
steel_52,Q345R(R-HIC),PWR6GA7,GB/T 3050-2020,15,2500,11500,F4,2023-01-03,200002,2023-07-27,Q12,2,1,1,21.0,36.0
steel_53,Q235B,IKBGAEY,GB/T 6060-2017,25,2700,7500,F5,2023-01-03,500005,2023-08-09,Q15,2,2,0,38.0,63.0
steel_54,Q345R(R-HIC),WTJXGQU,GB/T 4040-2019,16,4700,13000,F8,2023-01-03,500005,2023-05-11,Q15,4,0,1,36.0,52.0
steel_55,Q245A,IH6TVET,GB/T 2025-2015,20,3500,11500,F8,2023-01-02,500005,2023-03-21,Q10,2,0,0,0.0,20.0
steel_56,Q235C,3KX4URW,GB/T 4040-2019,25,4700,7500,F7,2023-01-01,200002,2023-07-24,Q2,3,1,1,30.0,55.0
steel_57,Q235D,R60ELEK,GB/T 4040-2019,8,4700,7500,F5,2023-01-01,400004,2023-10-24,Q4,0,0,0,0.0,8.0
steel_58,Q235C,9W9W7HZ,GB/T 3050-2020,25,2500,11500,F6,2023-01-01,100001,2023-11-22,Q1,4,0,1,52.0,77.0
steel_59,Q345C,246LH00,GB/T 3050-2020,10,2700,15000,F5,2023-01-03,500005,2023-09-10,Q15,5,1,0,28.0,38.0
steel_60,Q345C,VANO5B8,GB/T 5050-2018,10,2500,7500,F6,2023-01-03,300003,2023-10-14,Q13,3,1,1,55.0,65.0
steel_61,Q245A,6CA4ZSB,GB/T 4040-2019,16,2700,7500,F8,2023-01-02,100001,2023-12-01,Q6,0,1,1,24.0,40.0
steel_62,Q235C,YKSG0LB,GB/T 4040-2019,20,2700,11500,F1,2023-01-02,400004,2023-02-11,Q9,1,1,2,30.0,50.0
steel_63,Q345B,QRL62Q2,GB/T 6060-2017,18,2500,7500,F3,2023-01-02,500005,2023-01-23,Q10,5,1,0,38.0,56.0
steel_64,Q245A,O1HPDT0,GB/T 2025-2015,16,2700,7500,F3,2023-01-02,500005,2023-08-23,Q10,4,1,1,0.0,16.0
steel_65,Q235C,OR3HN1A,GB/T 3050-2020,21,2700,11500,F2,2023-01-01,300003,2023-03-23,Q3,0,0,0,8.0,29.0
steel_66,Q345C,Z2OJP25,GB/T 1122-2021,8,2700,7500,F6,2023-01-01,400004,2023-07-06,Q4,2,2,1,21.0,29.0
steel_67,Q235C,M1UPZ3Y,GB/T 3050-2020,18,4700,11500,F7,2023-01-01,200002,2023-04-09,Q2,1,0,2,45.0,63.0
steel_68,Q235D,Q11XWMT,GB/T 5050-2018,20,2500,13000,F6,2023-01-03,300003,2023-07-07,Q13,2,0,1,26.0,46.0
steel_69,Q345R(R-HIC),246LH00,GB/T 1122-2021,20,2500,11500,F5,2023-01-01,400004,2023-05-23,Q4,4,0,0,54.0,74.0
steel_70,Q235D,4WJADE8,GB/T 2025-2015,16,4700,5000,F3,2023-01-01,400004,2023-04-26,Q4,0,1,2,16.0,32.0
steel_71,Q235D,H547INN,GB/T 1122-2021,15,3500,7500,F6,2023-01-03,500005,2023-04-20,Q15,4,1,0,62.0,77.0
steel_72,Q245R(R-HIC),LG941RX,GB/T 3050-2020,8,2700,11500,F4,2023-01-03,400004,2023-04-06,Q14,2,2,1,29.0,37.0
steel_73,Q345B,ASE2U9P,GB/T 3050-2020,25,2700,11500,F5,2023-01-01,100001,2023-11-19,Q1,3,0,0,26.0,51.0
steel_74,Q345B,9W9W7HZ,GB/T 2025-2015,21,4700,11500,F1,2023-01-01,400004,2023-04-08,Q4,0,0,1,37.0,58.0
steel_75,Q245R(R-HIC),J7251CH,GB/T 4040-2019,16,3500,13000,F2,2023-01-01,200002,2023-12-08,Q2,3,1,0,18.0,34.0
steel_76,Q345R(R-HIC),AJ6P2QV,GB/T 3050-2020,15,2500,15000,F8,2023-01-02,200002,2023-02-24,Q7,0,1,0,0.0,15.0
steel_77,Q235D,IH6TVET,GB/T 4040-2019,25,4700,17000,F8,2023-01-01,200002,2023-12-05,Q2,4,0,0,74.0,99.0
steel_78,Q345B,RIYO0RL,GB/T 5050-2018,16,2500,13000,F4,2023-01-02,100001,2023-07-22,Q6,0,1,2,32.0,48.0
steel_79,Q345B,0R5F5QR,GB/T 3050-2020,21,2700,7500,F4,2023-01-03,100001,2023-09-10,Q11,4,1,0,77.0,98.0
steel_80,Q245A,UJVZH9X,GB/T 3050-2020,16,2700,11500,F5,2023-01-01,300003,2023-08-08,Q3,2,0,1,46.0,62.0
steel_81,Q345B,B3L02BV,GB/T 5050-2018,8,2700,5000,F3,2023-01-02,300003,2023-06-21,Q8,2,1,0,39.0,47.0
steel_82,Q235B,CQMGZVJ,GB/T 1122-2021,8,2700,15000,F5,2023-01-03,200002,2023-09-11,Q12,3,0,1,25.0,33.0
steel_83,Q345B,SQLPK51,GB/T 3050-2020,25,2500,7500,F1,2023-01-03,200002,2023-05-10,Q12,3,1,0,34.0,59.0
steel_84,Q235D,AFY93MG,GB/T 1122-2021,16,4700,11500,F7,2023-01-01,500005,2023-07-13,Q5,5,1,1,33.0,49.0
steel_85,Q345R(R-HIC),3KX4URW,GB/T 5050-2018,10,4700,7500,F2,2023-01-02,500005,2023-03-09,Q10,1,1,1,20.0,30.0
steel_86,Q235C,UISISWY,GB/T 1122-2021,25,2700,11500,F7,2023-01-03,100001,2023-11-08,Q11,5,0,1,32.0,57.0
steel_87,Q345R(R-HIC),WXJG952,GB/T 3050-2020,8,4700,5000,F8,2023-01-02,300003,2023-07-07,Q8,5,1,0,56.0,64.0
steel_88,Q345C,IH6TVET,GB/T 4040-2019,20,3500,11500,F8,2023-01-02,100001,2023-07-05,Q6,4,1,1,16.0,36.0
steel_89,Q235D,VEC3GU5,GB/T 6060-2017,10,2700,11500,F3,2023-01-03,400004,2023-09-23,Q14,3,0,0,51.0,61.0
steel_90,Q245R(R-HIC),91N3B13,GB/T 4040-2019,21,4700,5000,F3,2023-01-01,500005,2023-08-25,Q5,3,0,1,33.0,54.0
steel_91,Q235B,QDJJL28,GB/T 3050-2020,20,2500,7500,F3,2023-01-02,400004,2023-08-02,Q9,1,0,2,63.0,83.0
steel_92,Q345R(R-HIC),SECBIFE,GB/T 3050-2020,18,3500,5000,F5,2023-01-02,400004,2023-01-03,Q9,3,1,1,65.0,83.0
steel_93,Q235D,3W69200,GB/T 2025-2015,20,2700,15000,F8,2023-01-01,100001,2023-01-22,Q1,5,0,0,36.0,56.0
steel_94,Q245A,RF2ACIX,GB/T 5050-2018,21,4700,7500,F8,2023-01-01,500005,2023-07-09,Q5,0,1,2,48.0,69.0
steel_95,Q345B,04IDY93,GB/T 6060-2017,25,4700,7500,F1,2023-01-02,100001,2023-08-06,Q6,2,2,0,63.0,88.0
steel_96,Q235C,NXITJH4,GB/T 1122-2021,20,4700,7500,F6,2023-01-02,400004,2023-10-24,Q9,5,1,1,49.0,69.0
steel_97,Q245A,8YCRZ0U,GB/T 5050-2018,20,2500,11500,F6,2023-01-03,200002,2023-06-28,Q12,5,0,0,56.0,76.0
steel_98,Q345R(R-HIC),4VKBN6F,GB/T 2025-2015,15,2500,7500,F8,2023-01-01,500005,2023-11-16,Q5,0,0,1,58.0,73.0
steel_99,Q235D,KRVFHUF,GB/T 1122-2021,10,2500,11500,F8,2023-01-01,100001,2023-05-17,Q1,0,0,2,0.0,10.0
steel_100,Q345R(R-HIC),5FRBI23,GB/T 2025-2015,10,2700,5000,F5,2023-01-01,300003,2023-07-05,Q3,2,1,1,36.0,46.0
steel_101,Q235C,979YRZV,GB/T 6060-2017,8,3500,11500,F3,2023-01-02,400004,2023-09-02,Q9,2,2,0,88.0,96.0
steel_102,Q245R(R-HIC),Z2JJXFC,GB/T 2025-2015,10,4700,7500,F5,2023-01-03,300003,2023-09-25,Q13,1,1,2,50.0,60.0
steel_103,Q345C,3XRVAD6,GB/T 3050-2020,20,3500,5000,F7,2023-01-03,200002,2023-08-27,Q12,4,1,0,98.0,118.0
steel_104,Q345B,99421IL,GB/T 3050-2020,20,4700,7500,F7,2023-01-01,300003,2023-04-28,Q3,1,2,1,21.0,41.0
steel_105,Q245A,8YVXEKN,GB/T 1122-2021,20,4700,7500,F5,2023-01-03,400004,2023-04-29,Q14,5,0,0,76.0,96.0
steel_106,Q345C,HDAB0E9,GB/T 1122-2021,20,4700,7500,F3,2023-01-02,200002,2023-09-06,Q7,0,0,1,73.0,93.0
steel_107,Q345B,NPTQH1M,GB/T 2025-2015,20,3500,11500,F8,2023-01-01,300003,2023-01-04,Q3,4,1,0,118.0,138.0
steel_108,Q235D,O2X92JX,GB/T 5050-2018,25,4700,13000,F7,2023-01-03,100001,2023-12-01,Q11,3,1,1,83.0,108.0
steel_109,Q235C,F5SGWDY,GB/T 5050-2018,16,2500,7500,F7,2023-01-02,300003,2023-01-08,Q8,5,0,0,96.0,112.0
steel_110,Q345B,ZAO3KZP,GB/T 3050-2020,18,2700,17000,F6,2023-01-01,200002,2023-09-27,Q2,2,0,1,62.0,80.0
steel_111,Q245A,SQLPK51,GB/T 1122-2021,16,2500,7500,F8,2023-01-02,200002,2023-04-29,Q7,0,2,0,0.0,16.0
steel_112,Q245R(R-HIC),ZWZURLA,GB/T 5050-2018,18,2700,7500,F4,2023-01-02,400004,2023-08-10,Q9,0,2,1,18.0,36.0
steel_113,Q235B,CRX5AQ8,GB/T 2025-2015,16,4700,7500,F4,2023-01-02,100001,2023-09-09,Q6,0,0,0,29.0,45.0
steel_114,Q345R(R-HIC),F5SGWDY,GB/T 1122-2021,20,2700,11500,F5,2023-01-01,500005,2023-11-26,Q5,1,0,1,16.0,36.0
steel_115,Q245R(R-HIC),AD2TP1T,GB/T 6060-2017,8,4700,11500,F2,2023-01-02,400004,2023-10-22,Q9,2,0,0,20.0,28.0
steel_116,Q345R(R-HIC),CTHO4QT,GB/T 1122-2021,16,4700,7500,F4,2023-01-03,300003,2023-09-05,Q13,2,0,1,80.0,96.0
steel_117,Q345C,DCRV18V,GB/T 3050-2020,18,2700,7500,F2,2023-01-01,200002,2023-07-22,Q2,2,1,0,47.0,65.0
steel_118,Q235C,8IQWCMR,GB/T 1122-2021,16,4700,13000,F6,2023-01-01,200002,2023-09-02,Q2,0,1,2,69.0,85.0
steel_119,Q235B,ROGBOID,GB/T 4040-2019,21,4700,7500,F1,2023-01-03,400004,2023-02-15,Q14,5,1,0,64.0,85.0
steel_120,Q235D,CQU1C4C,GB/T 5050-2018,15,3500,11500,F1,2023-01-03,400004,2023-08-03,Q14,5,1,1,69.0,84.0
steel_121,Q345R(R-HIC),TDOT4RG,GB/T 2025-2015,10,4700,7500,F5,2023-01-01,100001,2023-06-30,Q1,2,0,0,28.0,38.0
steel_122,Q235D,ASE2U9P,GB/T 6060-2017,25,3500,7500,F6,2023-01-01,500005,2023-04-18,Q5,2,0,1,96.0,121.0
steel_123,Q245R(R-HIC),87X4DD2,GB/T 6060-2017,25,3500,5000,F2,2023-01-01,100001,2023-05-14,Q1,5,1,0,85.0,110.0
steel_124,Q345R(R-HIC),CTHO4QT,GB/T 1122-2021,8,2700,15000,F6,2023-01-03,400004,2023-09-21,Q14,3,1,1,108.0,116.0
steel_125,Q245A,NXITJH4,GB/T 5050-2018,10,4700,7500,F2,2023-01-01,100001,2023-01-13,Q1,5,0,0,112.0,122.0
steel_126,Q235D,QWEFIIX,GB/T 4040-2019,8,2500,7500,F5,2023-01-03,300003,2023-10-03,Q13,5,0,1,57.0,65.0
steel_127,Q345C,Q11XWMT,GB/T 5050-2018,16,3500,11500,F2,2023-01-03,100001,2023-12-11,Q11,2,0,0,38.0,54.0
steel_128,Q235C,P00VUNJ,GB/T 4040-2019,10,3500,7500,F1,2023-01-01,200002,2023-11-21,Q2,0,2,1,36.0,46.0
steel_129,Q235C,FA1K4WR,GB/T 5050-2018,25,4700,13000,F4,2023-01-02,200002,2023-11-23,Q7,3,0,0,61.0,86.0
steel_130,Q235B,UY71YNR,GB/T 2025-2015,25,3500,7500,F7,2023-01-01,200002,2023-02-22,Q2,4,0,1,77.0,102.0
steel_131,Q245A,LG941RX,GB/T 5050-2018,20,2700,11500,F2,2023-01-02,200002,2023-10-07,Q7,5,1,0,110.0,130.0
steel_132,Q235B,BT04J6X,GB/T 5050-2018,8,3500,7500,F7,2023-01-01,100001,2023-01-13,Q1,2,2,1,37.0,45.0
steel_133,Q345B,7SM6KVU,GB/T 6060-2017,20,4700,11500,F8,2023-01-01,500005,2023-01-06,Q5,3,0,0,86.0,106.0
steel_134,Q235B,8RXJ5IT,GB/T 4040-2019,25,2700,7500,F8,2023-01-03,100001,2023-12-27,Q11,3,0,1,54.0,79.0
steel_135,Q345C,ROGBOID,GB/T 6060-2017,16,4700,7500,F2,2023-01-01,400004,2023-08-14,Q4,0,2,0,16.0,32.0
steel_136,Q235D,KHE3W7A,GB/T 1122-2021,8,2500,11500,F8,2023-01-01,400004,2023-04-02,Q4,2,1,1,46.0,54.0
steel_137,Q345B,I6ER7SC,GB/T 4040-2019,10,3500,15000,F8,2023-01-01,400004,2023-11-14,Q4,0,0,0,45.0,55.0
steel_138,Q345B,6KPENAM,GB/T 3050-2020,20,4700,5000,F1,2023-01-03,500005,2023-05-19,Q15,3,0,1,79.0,99.0
steel_139,Q245A,VHARAWS,GB/T 6060-2017,8,3500,5000,F6,2023-01-01,500005,2023-09-03,Q5,5,1,0,130.0,138.0
steel_140,Q235C,EGZ369S,GB/T 2025-2015,16,4700,7500,F2,2023-01-02,100001,2023-10-08,Q6,2,0,1,121.0,137.0
steel_141,Q345B,KW01SEW,GB/T 5050-2018,15,2700,7500,F7,2023-01-01,200002,2023-06-01,Q2,5,0,0,122.0,137.0
steel_142,Q235B,ASBD0DZ,GB/T 6060-2017,16,3500,5000,F5,2023-01-01,100001,2023-08-09,Q1,2,1,1,54.0,70.0
steel_143,Q345C,RUB4SJD,GB/T 5050-2018,20,2700,7500,F2,2023-01-02,400004,2023-05-21,Q9,0,2,0,32.0,52.0
steel_144,Q235D,UZW1FL1,GB/T 3050-2020,20,2700,7500,F1,2023-01-01,200002,2023-10-11,Q2,2,2,1,45.0,65.0
steel_145,Q235D,7SM6KVU,GB/T 3050-2020,8,2500,7500,F1,2023-01-03,400004,2023-08-09,Q14,2,0,0,54.0,62.0
steel_146,Q345R(R-HIC),8N3UMZC,GB/T 2025-2015,16,4700,7500,F3,2023-01-01,100001,2023-10-07,Q1,1,0,1,36.0,52.0
steel_147,Q235B,4KVLJAV,GB/T 6060-2017,16,3500,5000,F4,2023-01-01,100001,2023-09-03,Q1,2,1,0,65.0,81.0
steel_148,Q235D,RA9VXLL,GB/T 6060-2017,8,2700,7500,F4,2023-01-01,400004,2023-01-30,Q4,0,1,0,15.0,23.0
steel_149,Q245R(R-HIC),GAAGU24,GB/T 6060-2017,18,2500,7500,F1,2023-01-01,500005,2023-04-09,Q5,0,1,1,40.0,58.0
steel_150,Q245R(R-HIC),NXITJH4,GB/T 6060-2017,18,2700,11500,F4,2023-01-02,400004,2023-09-12,Q9,2,2,1,65.0,83.0
steel_151,Q235C,ZQZSZKV,GB/T 3050-2020,25,3500,7500,F5,2023-01-03,100001,2023-03-11,Q11,2,0,0,62.0,87.0
steel_152,Q345B,SGLV0IX,GB/T 5050-2018,25,2500,7500,F8,2023-01-01,400004,2023-01-14,Q4,4,1,1,36.0,61.0
steel_153,Q345B,S12UU4J,GB/T 1122-2021,16,4700,7500,F6,2023-01-02,500005,2023-12-06,Q10,5,0,0,137.0,153.0
steel_154,Q235D,SHL66DZ,GB/T 4040-2019,18,2700,7500,F6,2023-01-03,400004,2023-12-23,Q14,1,0,1,52.0,70.0
steel_155,Q245A,QNA9F82,GB/T 5050-2018,16,2500,13000,F2,2023-01-03,200002,2023-03-24,Q12,4,1,0,138.0,154.0
steel_156,Q235C,Y2387UN,GB/T 2025-2015,20,4700,5000,F8,2023-01-01,100001,2023-12-17,Q1,3,1,1,116.0,136.0
steel_157,Q345R(R-HIC),O2X92JX,GB/T 4040-2019,25,3500,7500,F4,2023-01-01,500005,2023-05-17,Q5,2,0,0,87.0,112.0
steel_158,Q245R(R-HIC),HPMHZJ4,GB/T 4040-2019,8,2700,5000,F5,2023-01-01,100001,2023-01-28,Q1,2,0,1,137.0,145.0
steel_159,Q235D,5FVUVZ2,GB/T 3050-2020,21,2500,7500,F6,2023-01-02,200002,2023-03-09,Q7,0,2,0,52.0,73.0
steel_160,Q345C,QRL62Q2,GB/T 5050-2018,25,4700,11500,F1,2023-01-02,500005,2023-06-14,Q10,0,2,1,46.0,71.0
steel_161,Q345B,BTCXT0R,GB/T 6060-2017,15,3500,11500,F7,2023-01-01,200002,2023-10-07,Q2,4,0,0,99.0,114.0
steel_162,Q245A,9KO3JBE,GB/T 6060-2017,15,4700,7500,F1,2023-01-03,500005,2023-10-14,Q15,2,2,1,83.0,98.0
steel_163,Q245R(R-HIC),ARN95MX,GB/T 1122-2021,18,2500,11500,F5,2023-01-03,300003,2023-06-12,Q13,0,0,2,10.0,28.0
steel_164,Q245R(R-HIC),RTH5WLX,GB/T 6060-2017,20,4700,7500,F1,2023-01-03,500005,2023-05-30,Q15,2,0,1,145.0,165.0
steel_165,Q235B,FEDSM6G,GB/T 5050-2018,8,2500,11500,F7,2023-01-03,400004,2023-11-19,Q14,5,0,0,153.0,161.0
steel_166,Q245R(R-HIC),5FRBI23,GB/T 4040-2019,16,2500,11500,F5,2023-01-01,400004,2023-10-19,Q4,0,1,2,85.0,101.0
steel_167,Q245A,2FOB0KK,GB/T 6060-2017,8,2500,7500,F7,2023-01-03,100001,2023-09-10,Q11,1,2,0,15.0,23.0
steel_168,Q245A,JTJ5X69,GB/T 6060-2017,20,2700,5000,F5,2023-01-02,200002,2023-08-24,Q7,3,1,1,136.0,156.0
steel_169,Q235B,10HIHO7,GB/T 1122-2021,15,2500,7500,F1,2023-01-03,300003,2023-01-26,Q13,0,0,0,55.0,70.0
steel_170,Q235C,B94WQ6E,GB/T 4040-2019,10,2700,7500,F6,2023-01-02,400004,2023-11-16,Q9,3,0,1,99.0,109.0
steel_171,Q345R(R-HIC),ROGBOID,GB/T 2025-2015,8,4700,7500,F2,2023-01-02,500005,2023-04-26,Q10,5,1,0,138.0,146.0
steel_172,Q245A,O6P1SOD,GB/T 5050-2018,18,3500,7500,F2,2023-01-03,300003,2023-07-31,Q13,0,1,0,23.0,41.0
steel_173,Q345B,EGZ369S,GB/T 5050-2018,16,2700,13000,F2,2023-01-03,100001,2023-04-19,Q11,0,1,1,58.0,74.0
steel_174,Q235D,99421IL,GB/T 6060-2017,10,2500,11500,F6,2023-01-01,500005,2023-09-22,Q5,5,0,1,65.0,75.0
steel_175,Q345C,OM5MEKI,GB/T 6060-2017,16,2700,7500,F4,2023-01-02,300003,2023-08-29,Q8,0,2,0,73.0,89.0
steel_176,Q235C,979YRZV,GB/T 1122-2021,21,2700,7500,F5,2023-01-01,400004,2023-10-16,Q4,3,1,1,156.0,177.0
steel_177,Q235D,NM4OMFX,GB/T 1122-2021,18,2500,11500,F8,2023-01-01,300003,2023-01-02,Q3,0,0,0,70.0,88.0
steel_178,Q235C,4H07DV0,GB/T 1122-2021,16,2500,5000,F2,2023-01-03,400004,2023-09-10,Q14,5,0,1,75.0,91.0
steel_179,Q345C,UY71YNR,GB/T 1122-2021,25,4700,11500,F1,2023-01-03,500005,2023-01-07,Q15,0,0,2,28.0,53.0
steel_180,Q235B,O1HPDT0,GB/T 4040-2019,18,2700,11500,F4,2023-01-02,300003,2023-01-21,Q8,2,2,1,98.0,116.0
steel_181,Q235D,XXCJ64M,GB/T 5050-2018,15,2700,15000,F7,2023-01-02,400004,2023-06-03,Q9,2,0,0,112.0,127.0
steel_182,Q345R(R-HIC),1VQRKL1,GB/T 6060-2017,21,4700,7500,F2,2023-01-03,500005,2023-12-19,Q15,5,0,1,91.0,112.0
